#  X_0 = X0p674487; Z_0 = Z0p015513
#  Age    M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    J-K    H-K    V-K
#  age(Gyr)= 0.001
   3.0000 0.9807228  3.7799  0.0671  4.4319  4.634  0.050  0.549  0.323  0.618  0.355  0.050  1.395
   3.0000 0.9935142  3.7828  0.0995  4.4168  4.548  0.041  0.539  0.317  0.607  0.347  0.050  1.368
   3.0000 1.0065043  3.7857  0.1324  4.4012  4.460  0.033  0.529  0.311  0.596  0.340  0.049  1.340
   3.0000 1.0197721  3.7885  0.1657  4.3848  4.371  0.026  0.520  0.305  0.585  0.332  0.048  1.312
   3.0000 1.0334372  3.7913  0.1999  4.3674  4.280  0.020  0.510  0.300  0.575  0.324  0.047  1.283
   3.0000 1.0475951  3.7939  0.2350  4.3487  4.187  0.014  0.501  0.295  0.566  0.316  0.046  1.254
   3.0000 1.0619186  3.7963  0.2713  4.3281  4.092  0.009  0.492  0.290  0.557  0.309  0.044  1.227
   3.0000 1.0765484  3.7985  0.3090  4.3053  3.995  0.002  0.484  0.285  0.548  0.302  0.044  1.204
   3.0000 1.0937898  3.8009  0.3460  4.2844  3.899 -0.003  0.475  0.280  0.540  0.295  0.043  1.181
   3.0000 1.1130823  3.8027  0.3856  4.2598  3.797 -0.006  0.468  0.277  0.532  0.290  0.042  1.161
   3.0000 1.1339540  3.8038  0.4281  4.2295  3.689 -0.006  0.464  0.274  0.528  0.286  0.042  1.150
   3.0000 1.1558993  3.8049  0.4703  4.2003  3.580 -0.003  0.461  0.272  0.523  0.282  0.042  1.137
   3.0000 1.1765602  3.8069  0.5095  4.1766  3.472  0.010  0.461  0.269  0.515  0.274  0.041  1.112
   3.0000 1.1912175  3.8094  0.5447  4.1569  3.376  0.016  0.456  0.264  0.505  0.265  0.040  1.082
   3.0000 1.1988316  3.8126  0.5745  4.1427  3.296  0.014  0.445  0.258  0.492  0.254  0.039  1.047
   3.0000 1.2024786  3.8161  0.6015  4.1308  3.223  0.013  0.434  0.251  0.480  0.243  0.038  1.010
   3.0000 1.2095085  3.8184  0.6362  4.1082  3.132  0.013  0.426  0.246  0.471  0.236  0.037  0.985
   3.0000 1.2253028  3.8183  0.6794  4.0699  3.024  0.016  0.426  0.246  0.471  0.236  0.038  0.986
   3.0000 1.2409620  3.8168  0.7207  4.0284  2.922  0.019  0.430  0.248  0.475  0.240  0.039  1.000
   3.0000 1.2553656  3.8149  0.7601  3.9864  2.825  0.023  0.435  0.252  0.481  0.246  0.039  1.019
   3.0000 1.2674146  3.8124  0.7958  3.9447  2.739  0.027  0.443  0.257  0.490  0.253  0.041  1.044
   3.0000 1.2771489  3.8093  0.8261  3.9052  2.668  0.033  0.452  0.263  0.502  0.263  0.042  1.077
   3.0000 1.2844568  3.8055  0.8487  3.8701  2.617  0.040  0.464  0.271  0.516  0.275  0.044  1.117
   3.0000 1.2897982  3.8014  0.8643  3.8399  2.585  0.047  0.477  0.279  0.532  0.287  0.046  1.159
   3.0000 1.2939301  3.7972  0.8749  3.8138  2.567  0.054  0.491  0.287  0.548  0.300  0.048  1.203
   3.0000 1.2971425  3.7929  0.8810  3.7914  2.561  0.059  0.505  0.296  0.564  0.313  0.050  1.252
   3.0000 1.2995398  3.7885  0.8834  3.7724  2.565  0.065  0.519  0.304  0.581  0.326  0.052  1.299
   3.0000 1.3016367  3.7841  0.8827  3.7562  2.575  0.074  0.533  0.313  0.598  0.338  0.054  1.344
   3.0000 1.3032309  3.7797  0.8795  3.7425  2.592  0.084  0.548  0.322  0.615  0.350  0.055  1.384
   3.0000 1.3046601  3.7754  0.8737  3.7314  2.613  0.093  0.563  0.331  0.632  0.358  0.055  1.413
   3.0000 1.3058186  3.7711  0.8662  3.7221  2.638  0.105  0.578  0.340  0.649  0.365  0.055  1.440
   3.0000 1.3068868  3.7668  0.8565  3.7151  2.670  0.120  0.594  0.350  0.666  0.373  0.055  1.471
   3.0000 1.3078011  3.7626  0.8457  3.7092  2.705  0.139  0.610  0.359  0.683  0.383  0.056  1.504
   3.0000 1.3086747  3.7584  0.8332  3.7053  2.745  0.162  0.628  0.369  0.700  0.395  0.058  1.542
   3.0000 1.3094648  3.7542  0.8201  3.7018  2.788  0.190  0.646  0.379  0.719  0.409  0.061  1.586
   3.0000 1.3102519  3.7501  0.8061  3.6995  2.833  0.220  0.664  0.389  0.736  0.423  0.064  1.629
   3.0000 1.3109961  3.7459  0.7924  3.6969  2.878  0.250  0.683  0.398  0.752  0.436  0.066  1.672
   3.0000 1.3117752  3.7418  0.7787  3.6942  2.923  0.282  0.701  0.407  0.767  0.449  0.069  1.714
   3.0000 1.3125640  3.7376  0.7660  3.6903  2.964  0.316  0.722  0.414  0.778  0.462  0.070  1.757
   3.0000 1.3134386  3.7333  0.7551  3.6846  3.002  0.352  0.744  0.420  0.788  0.475  0.071  1.799
   3.0000 1.3143909  3.7290  0.7469  3.6759  3.033  0.389  0.764  0.427  0.799  0.488  0.073  1.842
   3.0000 1.3155161  3.7247  0.7430  3.6628  3.055  0.425  0.784  0.435  0.813  0.500  0.074  1.885
   3.0000 1.3168693  3.7203  0.7454  3.6434  3.062  0.461  0.802  0.444  0.827  0.513  0.075  1.928
   3.0000 1.3185588  3.7161  0.7568  3.6156  3.049  0.491  0.815  0.456  0.847  0.526  0.077  1.970
   3.0000 1.3206050  3.7123  0.7788  3.5793  3.010  0.517  0.826  0.467  0.865  0.538  0.078  2.008
   3.0000 1.3229098  3.7092  0.8098  3.5367  2.945  0.539  0.835  0.476  0.880  0.548  0.079  2.040
   3.0000 1.3252674  3.7067  0.8454  3.4917  2.866  0.557  0.843  0.483  0.893  0.557  0.079  2.066
   3.0000 1.3276210  3.7047  0.8841  3.4456  2.778  0.573  0.851  0.489  0.902  0.563  0.080  2.086
   3.0000 1.3298903  3.7028  0.9239  3.3993  2.684  0.589  0.858  0.494  0.910  0.567  0.081  2.103
   3.0000 1.3320503  3.7012  0.9645  3.3528  2.589  0.603  0.865  0.498  0.917  0.572  0.081  2.118
   3.0000 1.3341105  3.6996  1.0054  3.3064  2.492  0.618  0.872  0.502  0.923  0.576  0.082  2.132
   3.0000 1.3360618  3.6981  1.0465  3.2599  2.393  0.633  0.879  0.505  0.928  0.579  0.083  2.143
   3.0000 1.3378581  3.6965  1.0870  3.2133  2.295  0.649  0.887  0.507  0.932  0.583  0.084  2.154
   3.0000 1.3395214  3.6949  1.1280  3.1668  2.196  0.665  0.895  0.510  0.936  0.586  0.084  2.164
   3.0000 1.3410352  3.6932  1.1682  3.1201  2.100  0.683  0.904  0.513  0.941  0.590  0.085  2.176
   3.0000 1.3424321  3.6915  1.2086  3.0735  2.003  0.701  0.912  0.516  0.946  0.594  0.086  2.189
   3.0000 1.3437047  3.6897  1.2485  3.0268  1.909  0.720  0.922  0.520  0.951  0.598  0.087  2.202
   3.0000 1.3448690  3.6879  1.2881  2.9801  1.815  0.740  0.931  0.524  0.957  0.602  0.088  2.217
   3.0000 1.3459366  3.6860  1.3276  2.9334  1.722  0.760  0.941  0.528  0.964  0.607  0.089  2.232
   3.0000 1.3469127  3.6840  1.3666  2.8868  1.632  0.782  0.951  0.532  0.971  0.612  0.090  2.249
   3.0000 1.3478094  3.6820  1.4055  2.8401  1.542  0.804  0.962  0.537  0.978  0.617  0.091  2.267
   3.0000 1.3486219  3.6800  1.4443  2.7935  1.453  0.827  0.972  0.541  0.985  0.622  0.092  2.286
   3.0000 1.3493679  3.6778  1.4824  2.7470  1.366  0.851  0.984  0.546  0.994  0.628  0.094  2.306
   3.0000 1.3500628  3.6757  1.5208  2.7005  1.279  0.876  0.994  0.551  1.001  0.633  0.094  2.327
   3.0000 1.3506987  3.6735  1.5585  2.6541  1.194  0.903  1.005  0.555  1.008  0.639  0.095  2.350
   3.0000 1.3512935  3.6713  1.5964  2.6076  1.109  0.930  1.017  0.559  1.016  0.645  0.095  2.373
   3.0000 1.3518407  3.6691  1.6339  2.5613  1.026  0.958  1.028  0.564  1.024  0.652  0.096  2.397
   3.0000 1.3523384  3.6668  1.6712  2.5149  0.944  0.986  1.040  0.570  1.034  0.658  0.097  2.423
   3.0000 1.3528219  3.6645  1.7087  2.4686  0.863  1.014  1.053  0.575  1.045  0.665  0.098  2.448
   3.0000 1.3532766  3.6621  1.7455  2.4224  0.784  1.043  1.066  0.582  1.057  0.673  0.100  2.476
   3.0000 1.3537407  3.6599  1.7829  2.3761  0.704  1.071  1.079  0.589  1.069  0.680  0.101  2.504
   3.0000 1.3545887  3.6581  1.8132  2.3389  0.640  1.093  1.089  0.595  1.080  0.686  0.103  2.526
   3.0000 1.3550803  3.6602  1.7865  2.3743  0.693  1.068  1.077  0.588  1.067  0.679  0.101  2.500
   3.0000 1.3554145  3.6577  1.8227  2.3283  0.618  1.098  1.091  0.596  1.082  0.687  0.103  2.530
   3.0000 1.3557590  3.6554  1.8596  2.2821  0.541  1.127  1.105  0.605  1.096  0.694  0.105  2.560
   3.0000 1.3560822  3.6530  1.8960  2.2362  0.468  1.157  1.119  0.614  1.113  0.703  0.108  2.591
   3.0000 1.3563883  3.6506  1.9325  2.1901  0.394  1.187  1.135  0.629  1.135  0.713  0.112  2.623
   3.0000 1.3566750  3.6481  1.9689  2.1441  0.321  1.217  1.150  0.643  1.156  0.722  0.116  2.656
   3.0000 1.3569440  3.6457  2.0051  2.0981  0.250  1.248  1.165  0.656  1.178  0.732  0.120  2.690
   3.0000 1.3571943  3.6432  2.0415  2.0521  0.179  1.278  1.181  0.669  1.199  0.741  0.123  2.724
   3.0000 1.3574147  3.6408  2.0775  2.0062  0.110  1.309  1.196  0.682  1.221  0.751  0.127  2.760
   3.0000 1.3576329  3.6383  2.1137  1.9602  0.042  1.339  1.211  0.694  1.242  0.760  0.130  2.797
   3.0000 1.3578337  3.6358  2.1496  1.9144 -0.025  1.370  1.226  0.706  1.264  0.770  0.134  2.836
   3.0000 1.3580236  3.6333  2.1855  1.8685 -0.091  1.401  1.241  0.717  1.285  0.779  0.137  2.875
   3.0000 1.3582013  3.6307  2.2212  1.8228 -0.155  1.432  1.257  0.729  1.306  0.789  0.140  2.916
   3.0000 1.3583678  3.6282  2.2568  1.7770 -0.220  1.464  1.272  0.739  1.327  0.799  0.143  2.957
   3.0000 1.3585225  3.6256  2.2922  1.7314 -0.289  1.502  1.288  0.747  1.340  0.807  0.143  2.993
   3.0000 1.3586645  3.6230  2.3273  1.6859 -0.354  1.539  1.303  0.755  1.355  0.816  0.144  3.033
   3.0000 1.3587785  3.6204  2.3621  1.6405 -0.416  1.575  1.319  0.764  1.372  0.826  0.146  3.075
   3.0000 1.3589042  3.6177  2.3969  1.5951 -0.476  1.610  1.334  0.773  1.391  0.835  0.148  3.120
   3.0000 1.3590223  3.6150  2.4316  1.5498 -0.533  1.643  1.350  0.783  1.413  0.845  0.150  3.168
   3.0000 1.3591337  3.6124  2.4663  1.5044 -0.587  1.675  1.365  0.793  1.436  0.856  0.153  3.218
   3.0000 1.3592374  3.6096  2.5005  1.4593 -0.638  1.706  1.380  0.804  1.462  0.866  0.156  3.272
   3.0000 1.3593369  3.6070  2.5354  1.4139 -0.689  1.735  1.395  0.815  1.488  0.877  0.159  3.326
   3.0000 1.3594278  3.6042  2.5692  1.3690 -0.733  1.764  1.411  0.827  1.518  0.889  0.163  3.386
   3.0000 1.3595168  3.6016  2.6044  1.3234 -0.784  1.793  1.427  0.840  1.548  0.900  0.168  3.441
   3.0000 1.3595977  3.5988  2.6381  1.2786 -0.839  1.830  1.451  0.858  1.580  0.916  0.174  3.491
   3.0000 1.3596770  3.5962  2.6732  1.2331 -0.893  1.862  1.472  0.876  1.613  0.930  0.181  3.542
   3.0000 1.3597497  3.5934  2.7071  1.1881 -0.937  1.892  1.492  0.894  1.650  0.944  0.187  3.603
   3.0000 1.3598196  3.5908  2.7418  1.1428 -0.979  1.918  1.510  0.911  1.688  0.958  0.193  3.666
   3.0000 1.3598846  3.5880  2.7759  1.0978 -1.013  1.941  1.527  0.927  1.729  0.972  0.200  3.737
   3.0000 1.3599461  3.5853  2.8099  1.0528 -1.041  1.960  1.543  0.944  1.773  0.985  0.206  3.812
   3.0000 1.3600049  3.5826  2.8443  1.0076 -1.066  1.975  1.557  0.960  1.818  0.998  0.212  3.892
   3.0000 1.3600599  3.5798  2.8780  0.9627 -1.083  1.987  1.570  0.975  1.867  1.011  0.218  3.978
   3.0000 1.3601125  3.5770  2.9120  0.9177 -1.097  1.996  1.583  0.990  1.917  1.024  0.225  4.068
   3.0000 1.3601605  3.5741  2.9446  0.8735 -1.097  2.000  1.594  1.005  1.972  1.037  0.231  4.169
   3.0000 1.3602057  3.5712  2.9768  0.8294 -1.061  1.983  1.605  1.017  2.047  1.047  0.240  4.305
   3.0000 1.3602492  3.5682  3.0093  0.7852 -1.030  1.970  1.617  1.028  2.118  1.057  0.247  4.437
   3.0000 1.3602891  3.5652  3.0408  0.7416 -0.995  1.956  1.630  1.040  2.190  1.068  0.254  4.571
   3.0000 1.3603281  3.5622  3.0732  0.6974 -0.969  1.945  1.642  1.050  2.257  1.079  0.261  4.697
   3.0000 1.3603647  3.5592  3.1048  0.6537 -0.940  1.931  1.652  1.062  2.325  1.090  0.267  4.826
   3.0000 1.3603993  3.5561  3.1360  0.6103 -0.910  1.915  1.660  1.073  2.392  1.102  0.273  4.954
   3.0000 1.3604331  3.5531  3.1676  0.5666 -0.882  1.895  1.665  1.085  2.458  1.115  0.278  5.081
 
#  age(Gyr)= 4.000
   4.0000 0.1581872  3.5091 -2.4750  5.0985 13.257  1.337  1.530  1.248  2.693  0.858  0.262  5.009
   4.0000 0.1669056  3.5102 -2.4338  5.0850 13.132  1.331  1.524  1.241  2.676  0.857  0.260  4.984
   4.0000 0.1759745  3.5114 -2.3930  5.0721 13.006  1.323  1.517  1.234  2.658  0.856  0.258  4.955
   4.0000 0.1855552  3.5127 -2.3522  5.0594 12.879  1.316  1.511  1.226  2.639  0.855  0.255  4.926
   4.0000 0.1952418  3.5141 -2.3122  5.0474 12.750  1.307  1.503  1.217  2.616  0.854  0.252  4.892
   4.0000 0.2055482  3.5156 -2.2721  5.0353 12.621  1.299  1.496  1.208  2.595  0.853  0.249  4.860
   4.0000 0.2161431  3.5171 -2.2324  5.0236 12.491  1.290  1.489  1.199  2.572  0.853  0.246  4.824
   4.0000 0.2271054  3.5187 -2.1930  5.0120 12.361  1.281  1.482  1.190  2.548  0.852  0.243  4.788
   4.0000 0.2379933  3.5205 -2.1544  5.0010 12.229  1.270  1.475  1.179  2.521  0.852  0.240  4.747
   4.0000 0.2501307  3.5221 -2.1147  4.9891 12.103  1.261  1.468  1.172  2.500  0.852  0.236  4.716
   4.0000 0.2624050  3.5238 -2.0756  4.9776 11.978  1.251  1.460  1.164  2.477  0.851  0.232  4.684
   4.0000 0.2750949  3.5255 -2.0367  4.9661 11.853  1.241  1.453  1.156  2.455  0.851  0.228  4.652
   4.0000 0.2867806  3.5277 -2.0002  4.9564 11.720  1.230  1.448  1.144  2.423  0.849  0.223  4.600
   4.0000 0.2999351  3.5296 -1.9624  4.9460 11.589  1.220  1.445  1.133  2.395  0.848  0.218  4.552
   4.0000 0.3133621  3.5316 -1.9248  4.9353 11.456  1.211  1.442  1.122  2.365  0.847  0.214  4.502
   4.0000 0.3236205  3.5331 -1.8909  4.9214 11.343  1.205  1.441  1.114  2.343  0.846  0.211  4.464
   4.0000 0.3341174  3.5348 -1.8550  4.9060 11.218  1.197  1.442  1.104  2.317  0.844  0.207  4.418
   4.0000 0.3474322  3.5373 -1.8205  4.8986 11.071  1.186  1.446  1.088  2.273  0.842  0.204  4.337
   4.0000 0.3597330  3.5398 -1.7862  4.8894 10.920  1.175  1.451  1.070  2.227  0.840  0.202  4.251
   4.0000 0.3714506  3.5424 -1.7520  4.8793 10.765  1.164  1.460  1.051  2.178  0.838  0.200  4.158
   4.0000 0.3828372  3.5450 -1.7183  4.8692 10.612  1.154  1.467  1.032  2.129  0.835  0.198  4.067
   4.0000 0.3938697  3.5477 -1.6853  4.8593 10.476  1.149  1.465  1.017  2.089  0.833  0.196  4.000
   4.0000 0.4043868  3.5505 -1.6531  4.8498 10.344  1.147  1.464  1.002  2.050  0.831  0.194  3.935
   4.0000 0.4147840  3.5533 -1.6211  4.8401 10.216  1.148  1.461  0.987  2.013  0.829  0.191  3.877
   4.0000 0.4249279  3.5561 -1.5895  4.8304 10.094  1.151  1.457  0.974  1.978  0.826  0.189  3.824
   4.0000 0.4348310  3.5590 -1.5584  4.8209  9.978  1.158  1.452  0.962  1.945  0.824  0.187  3.778
   4.0000 0.4445420  3.5620 -1.5276  4.8115  9.868  1.169  1.446  0.952  1.916  0.822  0.184  3.740
   4.0000 0.4540699  3.5650 -1.4972  4.8022  9.766  1.183  1.439  0.943  1.890  0.820  0.181  3.710
   4.0000 0.4634105  3.5680 -1.4671  4.7931  9.672  1.202  1.430  0.936  1.868  0.818  0.178  3.691
   4.0000 0.4725628  3.5711 -1.4375  4.7842  9.588  1.226  1.420  0.932  1.851  0.816  0.175  3.682
   4.0000 0.4815673  3.5742 -1.4082  4.7755  9.511  1.254  1.409  0.929  1.838  0.814  0.171  3.683
   4.0000 0.4904227  3.5773 -1.3793  4.7670  9.403  1.262  1.402  0.920  1.811  0.812  0.167  3.637
   4.0000 0.4991687  3.5804 -1.3506  4.7586  9.295  1.269  1.395  0.911  1.784  0.809  0.163  3.588
   4.0000 0.5078385  3.5836 -1.3222  4.7504  9.187  1.276  1.387  0.902  1.758  0.805  0.160  3.538
   4.0000 0.5164238  3.5868 -1.2940  4.7423  9.080  1.282  1.379  0.893  1.733  0.802  0.156  3.487
   4.0000 0.5249525  3.5900 -1.2660  4.7342  8.973  1.288  1.370  0.885  1.708  0.798  0.152  3.435
   4.0000 0.5334237  3.5933 -1.2382  4.7263  8.866  1.292  1.361  0.877  1.685  0.794  0.147  3.381
   4.0000 0.5417971  3.5965 -1.2107  4.7186  8.760  1.296  1.352  0.869  1.662  0.790  0.143  3.325
   4.0000 0.5500837  3.5998 -1.1835  4.7111  8.654  1.299  1.342  0.862  1.640  0.785  0.138  3.268
   4.0000 0.5582243  3.6031 -1.1567  4.7039  8.550  1.301  1.331  0.853  1.616  0.781  0.134  3.213
   4.0000 0.5661865  3.6065 -1.1304  4.6972  8.452  1.300  1.320  0.841  1.586  0.775  0.130  3.169
   4.0000 0.5739881  3.6099 -1.1045  4.6908  8.356  1.297  1.309  0.828  1.554  0.769  0.126  3.127
   4.0000 0.5815571  3.6133 -1.0793  4.6851  8.263  1.293  1.296  0.813  1.521  0.763  0.122  3.087
   4.0000 0.5888821  3.6168 -1.0548  4.6800  8.172  1.287  1.283  0.797  1.486  0.756  0.119  3.049
   4.0000 0.5960324  3.6203 -1.0308  4.6753  8.085  1.278  1.270  0.781  1.450  0.749  0.115  3.013
   4.0000 0.6030482  3.6238 -1.0073  4.6710  7.999  1.268  1.256  0.763  1.412  0.741  0.112  2.979
   4.0000 0.6098878  3.6274 -0.9843  4.6672  7.917  1.255  1.241  0.743  1.373  0.732  0.108  2.948
   4.0000 0.6166406  3.6310 -0.9615  4.6637  7.834  1.243  1.226  0.728  1.340  0.725  0.106  2.914
   4.0000 0.6234187  3.6347 -0.9389  4.6603  7.752  1.229  1.212  0.714  1.310  0.719  0.104  2.878
   4.0000 0.6302078  3.6383 -0.9163  4.6568  7.671  1.215  1.197  0.701  1.281  0.712  0.102  2.842
   4.0000 0.6369675  3.6419 -0.8939  4.6536  7.591  1.199  1.183  0.688  1.254  0.706  0.101  2.808
   4.0000 0.6436571  3.6455 -0.8718  4.6506  7.513  1.181  1.168  0.676  1.229  0.700  0.101  2.774
   4.0000 0.6502649  3.6492 -0.8500  4.6478  7.437  1.162  1.152  0.665  1.204  0.694  0.100  2.741
   4.0000 0.6568666  3.6529 -0.8283  4.6452  7.362  1.141  1.137  0.654  1.182  0.689  0.100  2.708
   4.0000 0.6635439  3.6565 -0.8065  4.6425  7.282  1.116  1.119  0.640  1.154  0.681  0.099  2.667
   4.0000 0.6702890  3.6602 -0.7846  4.6396  7.201  1.090  1.101  0.625  1.125  0.673  0.098  2.623
   4.0000 0.6770878  3.6638 -0.7627  4.6368  7.119  1.062  1.081  0.609  1.096  0.664  0.097  2.577
   4.0000 0.6839037  3.6675 -0.7409  4.6339  7.036  1.031  1.061  0.593  1.067  0.654  0.095  2.528
   4.0000 0.6907317  3.6712 -0.7192  4.6312  6.953  0.998  1.039  0.577  1.037  0.644  0.094  2.477
   4.0000 0.6976296  3.6748 -0.6974  4.6284  6.869  0.963  1.017  0.560  1.007  0.633  0.092  2.425
   4.0000 0.7046444  3.6785 -0.6754  4.6253  6.787  0.927  0.996  0.545  0.981  0.623  0.091  2.374
   4.0000 0.7117709  3.6821 -0.6532  4.6221  6.710  0.890  0.977  0.532  0.960  0.613  0.089  2.328
   4.0000 0.7190098  3.6858 -0.6309  4.6186  6.633  0.851  0.957  0.521  0.942  0.602  0.088  2.283
   4.0000 0.7264166  3.6894 -0.6083  4.6149  6.557  0.810  0.939  0.511  0.926  0.592  0.086  2.239
   4.0000 0.7339192  3.6930 -0.5855  4.6110  6.483  0.768  0.920  0.502  0.912  0.582  0.084  2.195
   4.0000 0.7412238  3.6966 -0.5633  4.6076  6.411  0.723  0.901  0.494  0.900  0.571  0.083  2.151
   4.0000 0.7481622  3.7003 -0.5420  4.6052  6.342  0.679  0.883  0.486  0.889  0.561  0.081  2.109
   4.0000 0.7550782  3.7040 -0.5208  4.6028  6.276  0.638  0.864  0.478  0.876  0.552  0.079  2.073
   4.0000 0.7624484  3.7076 -0.4987  4.5995  6.209  0.599  0.847  0.471  0.865  0.545  0.078  2.039
   4.0000 0.7704010  3.7112 -0.4753  4.5948  6.140  0.561  0.830  0.464  0.855  0.538  0.077  2.009
   4.0000 0.7786156  3.7147 -0.4513  4.5895  6.072  0.524  0.813  0.458  0.846  0.531  0.075  1.982
   4.0000 0.7868444  3.7182 -0.4274  4.5843  6.006  0.487  0.797  0.453  0.838  0.525  0.074  1.957
   4.0000 0.7951887  3.7218 -0.4033  4.5788  5.938  0.452  0.781  0.447  0.830  0.519  0.073  1.929
   4.0000 0.8036442  3.7253 -0.3789  4.5730  5.868  0.419  0.766  0.441  0.820  0.509  0.072  1.896
   4.0000 0.8122238  3.7287 -0.3543  4.5670  5.797  0.387  0.750  0.434  0.810  0.499  0.070  1.861
   4.0000 0.8209350  3.7322 -0.3295  4.5606  5.725  0.356  0.736  0.428  0.800  0.488  0.069  1.826
   4.0000 0.8298162  3.7356 -0.3043  4.5538  5.653  0.327  0.721  0.421  0.789  0.477  0.068  1.790
   4.0000 0.8388579  3.7391 -0.2788  4.5467  5.580  0.299  0.707  0.414  0.779  0.465  0.067  1.753
   4.0000 0.8480227  3.7424 -0.2530  4.5392  5.506  0.272  0.693  0.407  0.768  0.454  0.065  1.718
   4.0000 0.8573453  3.7458 -0.2268  4.5312  5.432  0.243  0.678  0.400  0.755  0.443  0.063  1.683
   4.0000 0.8668541  3.7491 -0.2003  4.5228  5.358  0.216  0.664  0.392  0.742  0.432  0.061  1.648
   4.0000 0.8765397  3.7524 -0.1733  4.5139  5.282  0.190  0.650  0.385  0.729  0.421  0.059  1.614
   4.0000 0.8864613  3.7557 -0.1458  4.5043  5.206  0.164  0.636  0.377  0.715  0.410  0.056  1.580
   4.0000 0.8966684  3.7589 -0.1176  4.4938  5.128  0.139  0.623  0.369  0.701  0.399  0.053  1.547
   4.0000 0.9070188  3.7621 -0.0890  4.4829  5.050  0.119  0.610  0.361  0.687  0.390  0.052  1.519
   4.0000 0.9175302  3.7652 -0.0601  4.4714  4.973  0.101  0.599  0.354  0.675  0.383  0.051  1.494
   4.0000 0.9282954  3.7682 -0.0305  4.4592  4.894  0.086  0.587  0.347  0.663  0.376  0.050  1.471
   4.0000 0.9393380  3.7712 -0.0001  4.4459  4.814  0.074  0.577  0.341  0.651  0.370  0.050  1.450
   4.0000 0.9506496  3.7742  0.0309  4.4318  4.733  0.063  0.567  0.335  0.640  0.365  0.050  1.432
   4.0000 0.9622534  3.7770  0.0627  4.4166  4.650  0.055  0.557  0.329  0.629  0.361  0.051  1.416
   4.0000 0.9741143  3.7798  0.0952  4.4004  4.565  0.046  0.548  0.323  0.619  0.355  0.051  1.396
   4.0000 0.9862828  3.7824  0.1285  4.3831  4.477  0.038  0.538  0.317  0.608  0.349  0.050  1.372
   4.0000 0.9988005  3.7850  0.1627  4.3646  4.387  0.030  0.529  0.312  0.599  0.342  0.049  1.348
   4.0000 1.0117076  3.7874  0.1978  4.3448  4.295  0.024  0.521  0.307  0.590  0.335  0.049  1.324
   4.0000 1.0252003  3.7896  0.2339  4.3234  4.200  0.018  0.513  0.303  0.581  0.329  0.048  1.301
   4.0000 1.0396627  3.7916  0.2715  4.3000  4.102  0.014  0.505  0.298  0.574  0.323  0.047  1.279
   4.0000 1.0550841  3.7933  0.3107  4.2739  4.002  0.009  0.499  0.295  0.567  0.318  0.046  1.261
   4.0000 1.0680685  3.7947  0.3509  4.2446  3.899  0.005  0.492  0.292  0.562  0.314  0.046  1.246
   4.0000 1.0816429  3.7962  0.3905  4.2165  3.798  0.001  0.486  0.289  0.557  0.310  0.045  1.229
   4.0000 1.0984125  3.7974  0.4314  4.1871  3.694 -0.003  0.481  0.286  0.552  0.306  0.045  1.217
   4.0000 1.1130833  3.7985  0.4727  4.1557  3.589 -0.003  0.477  0.284  0.548  0.303  0.045  1.205
   4.0000 1.1234599  3.7999  0.5128  4.1252  3.485 -0.002  0.473  0.281  0.542  0.298  0.044  1.190
   4.0000 1.1367326  3.8001  0.5553  4.0887  3.377  0.003  0.472  0.281  0.541  0.297  0.045  1.186
   4.0000 1.1507309  3.7997  0.5977  4.0499  3.269  0.010  0.475  0.282  0.542  0.298  0.045  1.189
   4.0000 1.1644308  3.7992  0.6400  4.0108  3.161  0.019  0.479  0.283  0.543  0.298  0.046  1.192
   4.0000 1.1767308  3.7980  0.6807  3.9699  3.057  0.033  0.486  0.286  0.547  0.300  0.046  1.201
   4.0000 1.1863308  3.7953  0.7135  3.9299  2.977  0.046  0.497  0.291  0.556  0.307  0.048  1.227
   4.0000 1.1931804  3.7917  0.7364  3.8952  2.927  0.054  0.509  0.298  0.570  0.317  0.050  1.267
   4.0000 1.1977283  3.7877  0.7502  3.8669  2.900  0.062  0.522  0.306  0.585  0.329  0.052  1.310
   4.0000 1.2010084  3.7835  0.7581  3.8435  2.889  0.071  0.536  0.315  0.601  0.341  0.053  1.351
   4.0000 1.2034676  3.7793  0.7614  3.8241  2.889  0.082  0.551  0.323  0.617  0.351  0.055  1.390
   4.0000 1.2053189  3.7750  0.7612  3.8079  2.896  0.091  0.565  0.332  0.634  0.359  0.054  1.417
   4.0000 1.2068428  3.7708  0.7580  3.7946  2.910  0.103  0.580  0.341  0.651  0.366  0.054  1.444
   4.0000 1.2080511  3.7665  0.7527  3.7835  2.930  0.119  0.595  0.350  0.667  0.374  0.055  1.474
   4.0000 1.2091196  3.7623  0.7454  3.7744  2.957  0.138  0.612  0.360  0.684  0.384  0.056  1.507
   4.0000 1.2100155  3.7582  0.7368  3.7666  2.987  0.162  0.629  0.369  0.702  0.396  0.058  1.545
   4.0000 1.2108549  3.7540  0.7269  3.7603  3.022  0.191  0.647  0.380  0.720  0.410  0.061  1.589
   4.0000 1.2115974  3.7499  0.7165  3.7544  3.058  0.220  0.665  0.390  0.737  0.424  0.064  1.632
   4.0000 1.2123307  3.7458  0.7055  3.7491  3.096  0.251  0.683  0.399  0.753  0.437  0.066  1.674
   4.0000 1.2130171  3.7416  0.6949  3.7435  3.133  0.282  0.702  0.407  0.768  0.450  0.068  1.716
