#  X_0 = X0p602357; Z_0 = Z0p027643
#  Age    M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    J-K    H-K    V-K
#  age(Gyr)= 0.001
   5.0000 0.8613666  3.7511 -0.1432  4.4707  5.210  0.357  0.735  0.395  0.736  0.433  0.067  1.636
   5.0000 0.8709061  3.7540 -0.1143  4.4584  5.130  0.338  0.722  0.388  0.724  0.425  0.066  1.608
   5.0000 0.8806841  3.7570 -0.0846  4.4452  5.049  0.320  0.709  0.382  0.713  0.417  0.064  1.582
   5.0000 0.8907660  3.7598 -0.0539  4.4307  4.966  0.302  0.697  0.375  0.703  0.409  0.063  1.556
   5.0000 0.9010750  3.7625 -0.0225  4.4153  4.881  0.286  0.684  0.369  0.693  0.402  0.062  1.531
   5.0000 0.9116256  3.7651  0.0096  4.3988  4.796  0.271  0.672  0.363  0.683  0.396  0.061  1.508
   5.0000 0.9224924  3.7677  0.0425  4.3813  4.709  0.256  0.661  0.358  0.674  0.389  0.060  1.485
   5.0000 0.9338975  3.7701  0.0765  4.3621  4.619  0.243  0.650  0.352  0.665  0.383  0.059  1.464
   5.0000 0.9461407  3.7722  0.1120  4.3410  4.526  0.231  0.640  0.348  0.657  0.377  0.059  1.444
   5.0000 0.9588967  3.7742  0.1489  4.3175  4.430  0.220  0.630  0.343  0.650  0.372  0.058  1.427
   5.0000 0.9702702  3.7759  0.1865  4.2922  4.333  0.209  0.622  0.339  0.644  0.367  0.057  1.411
   5.0000 0.9823221  3.7775  0.2249  4.2655  4.234  0.199  0.614  0.336  0.638  0.363  0.056  1.397
   5.0000 0.9951799  3.7789  0.2641  4.2374  4.134  0.191  0.607  0.332  0.633  0.359  0.056  1.384
   5.0000 1.0066036  3.7801  0.3039  4.2073  4.032  0.184  0.601  0.329  0.628  0.356  0.055  1.373
   5.0000 1.0171199  3.7810  0.3444  4.1752  3.929  0.179  0.596  0.327  0.624  0.354  0.055  1.364
   5.0000 1.0285914  3.7813  0.3858  4.1395  3.825  0.176  0.595  0.326  0.623  0.353  0.055  1.361
   5.0000 1.0396829  3.7808  0.4272  4.1011  3.721  0.176  0.596  0.326  0.624  0.354  0.055  1.364
   5.0000 1.0498923  3.7797  0.4672  4.0609  3.622  0.179  0.600  0.328  0.628  0.356  0.056  1.373
   5.0000 1.0589116  3.7778  0.5040  4.0201  3.533  0.185  0.607  0.331  0.634  0.361  0.057  1.389
   5.0000 1.0664475  3.7751  0.5352  3.9811  3.459  0.198  0.620  0.336  0.644  0.369  0.057  1.412
   5.0000 1.0722228  3.7717  0.5586  3.9463  3.405  0.216  0.636  0.343  0.656  0.378  0.058  1.441
   5.0000 1.0765703  3.7678  0.5748  3.9166  3.371  0.237  0.654  0.350  0.669  0.388  0.060  1.475
   5.0000 1.0799462  3.7638  0.5851  3.8915  3.353  0.260  0.672  0.358  0.684  0.398  0.062  1.511
   5.0000 1.0823638  3.7597  0.5898  3.8713  3.350  0.285  0.692  0.366  0.698  0.409  0.064  1.548
   5.0000 1.0842923  3.7555  0.5906  3.8546  3.357  0.312  0.711  0.375  0.714  0.421  0.065  1.587
   5.0000 1.0857745  3.7514  0.5884  3.8408  3.372  0.341  0.731  0.384  0.729  0.432  0.067  1.625
   5.0000 1.0870253  3.7472  0.5839  3.8292  3.394  0.372  0.751  0.393  0.745  0.444  0.069  1.665
   5.0000 1.0880804  3.7431  0.5780  3.8191  3.420  0.404  0.772  0.403  0.761  0.456  0.071  1.704
   5.0000 1.0890177  3.7390  0.5709  3.8101  3.450  0.437  0.792  0.413  0.777  0.468  0.072  1.745
   5.0000 1.0898707  3.7349  0.5635  3.8016  3.481  0.472  0.812  0.422  0.793  0.480  0.074  1.785
   5.0000 1.0906714  3.7308  0.5562  3.7928  3.512  0.509  0.833  0.431  0.810  0.493  0.076  1.826
   5.0000 1.0914543  3.7267  0.5496  3.7833  3.543  0.547  0.853  0.441  0.827  0.505  0.078  1.868
   5.0000 1.0922294  3.7226  0.5445  3.7722  3.570  0.588  0.874  0.451  0.844  0.518  0.080  1.911
   5.0000 1.0930607  3.7184  0.5420  3.7584  3.592  0.630  0.895  0.461  0.862  0.531  0.082  1.955
   5.0000 1.0939365  3.7143  0.5433  3.7408  3.605  0.673  0.917  0.472  0.880  0.544  0.083  1.999
   5.0000 1.0949516  3.7102  0.5507  3.7175  3.604  0.717  0.938  0.482  0.898  0.557  0.085  2.044
   5.0000 1.0960856  3.7063  0.5657  3.6874  3.583  0.760  0.959  0.491  0.915  0.569  0.087  2.086
   5.0000 1.0973275  3.7029  0.5887  3.6511  3.541  0.799  0.976  0.500  0.931  0.581  0.089  2.125
   5.0000 1.0986486  3.7000  0.6189  3.6100  3.478  0.832  0.991  0.507  0.944  0.591  0.091  2.157
   5.0000 1.0999642  3.6977  0.6533  3.5668  3.402  0.859  1.004  0.513  0.955  0.599  0.092  2.183
   5.0000 1.1012421  3.6957  0.6901  3.5228  3.320  0.883  1.015  0.517  0.964  0.605  0.093  2.206
   5.0000 1.1024620  3.6940  0.7280  3.4785  3.233  0.904  1.025  0.522  0.972  0.611  0.094  2.225
   5.0000 1.1036134  3.6925  0.7665  3.4342  3.144  0.923  1.033  0.525  0.979  0.617  0.095  2.244
   5.0000 1.1047023  3.6911  0.8056  3.3898  3.053  0.940  1.041  0.529  0.985  0.622  0.096  2.260
   5.0000 1.1057273  3.6896  0.8445  3.3455  2.963  0.958  1.049  0.532  0.992  0.627  0.096  2.277
   5.0000 1.1066945  3.6881  0.8835  3.3011  2.872  0.975  1.057  0.535  0.999  0.632  0.097  2.294
   5.0000 1.1075976  3.6867  0.9224  3.2567  2.782  0.992  1.065  0.539  1.005  0.637  0.098  2.310
   5.0000 1.1084340  3.6851  0.9611  3.2122  2.693  1.010  1.073  0.542  1.012  0.643  0.099  2.328
   5.0000 1.1092075  3.6836  0.9996  3.1677  2.605  1.028  1.082  0.546  1.019  0.648  0.100  2.347
   5.0000 1.1099243  3.6820  1.0380  3.1232  2.517  1.047  1.091  0.550  1.026  0.654  0.101  2.366
   5.0000 1.1105781  3.6802  1.0758  3.0788  2.432  1.067  1.100  0.555  1.035  0.661  0.101  2.387
   5.0000 1.1111879  3.6786  1.1139  3.0342  2.345  1.086  1.109  0.559  1.043  0.667  0.102  2.407
   5.0000 1.1117416  3.6768  1.1514  2.9898  2.261  1.106  1.119  0.564  1.052  0.673  0.103  2.429
   5.0000 1.1122467  3.6749  1.1886  2.9454  2.178  1.127  1.129  0.569  1.061  0.680  0.104  2.452
   5.0000 1.1127245  3.6731  1.2261  2.9009  2.095  1.146  1.139  0.573  1.070  0.686  0.105  2.475
   5.0000 1.1131543  3.6711  1.2621  2.8567  2.017  1.168  1.150  0.579  1.081  0.694  0.106  2.501
   5.0000 1.1135645  3.6693  1.2995  2.8122  1.935  1.187  1.161  0.584  1.090  0.700  0.108  2.524
   5.0000 1.1139357  3.6671  1.3354  2.7681  1.858  1.209  1.172  0.589  1.101  0.707  0.109  2.550
   5.0000 1.1142872  3.6652  1.3719  2.7237  1.779  1.229  1.183  0.595  1.111  0.714  0.110  2.575
   5.0000 1.1146094  3.6631  1.4079  2.6795  1.702  1.249  1.194  0.600  1.122  0.722  0.111  2.601
   5.0000 1.1149074  3.6610  1.4438  2.6353  1.626  1.270  1.204  0.606  1.133  0.729  0.112  2.628
   5.0000 1.1151897  3.6589  1.4796  2.5912  1.551  1.290  1.216  0.613  1.144  0.736  0.114  2.654
   5.0000 1.1154548  3.6567  1.5153  2.5470  1.476  1.310  1.227  0.619  1.156  0.743  0.115  2.682
   5.0000 1.1157044  3.6545  1.5507  2.5030  1.402  1.330  1.239  0.625  1.168  0.750  0.116  2.710
   5.0000 1.1159424  3.6524  1.5863  2.4589  1.329  1.349  1.250  0.632  1.180  0.758  0.118  2.739
   5.0000 1.1161718  3.6501  1.6211  2.4151  1.259  1.369  1.262  0.639  1.193  0.766  0.119  2.769
   5.0000 1.1164403  3.6480  1.6567  2.3710  1.186  1.388  1.274  0.645  1.205  0.773  0.121  2.798
   5.0000 1.1169457  3.6492  1.6454  2.3872  1.205  1.378  1.268  0.641  1.198  0.769  0.120  2.782
   5.0000 1.1171814  3.6476  1.6725  2.3541  1.149  1.391  1.276  0.646  1.207  0.775  0.121  2.802
   5.0000 1.1173555  3.6453  1.7068  2.3104  1.081  1.412  1.288  0.653  1.221  0.783  0.123  2.834
   5.0000 1.1175251  3.6430  1.7419  2.2665  1.011  1.431  1.300  0.660  1.234  0.791  0.124  2.864
   5.0000 1.1176840  3.6407  1.7762  2.2228  0.944  1.452  1.313  0.668  1.249  0.799  0.126  2.897
   5.0000 1.1178347  3.6384  1.8109  2.1790  0.875  1.473  1.326  0.675  1.263  0.807  0.128  2.929
   5.0000 1.1179757  3.6361  1.8454  2.1353  0.808  1.493  1.338  0.682  1.278  0.814  0.129  2.961
   5.0000 1.1181075  3.6337  1.8796  2.0917  0.741  1.512  1.350  0.689  1.292  0.822  0.131  2.994
   5.0000 1.1182317  3.6314  1.9142  2.0479  0.672  1.531  1.361  0.696  1.307  0.830  0.132  3.026
   5.0000 1.1183468  3.6290  1.9481  2.0045  0.606  1.551  1.373  0.704  1.321  0.838  0.134  3.058
   5.0000 1.1184566  3.6267  1.9826  1.9607  0.538  1.567  1.385  0.711  1.336  0.845  0.135  3.089
   5.0000 1.1185584  3.6242  2.0164  1.9172  0.473  1.584  1.396  0.718  1.350  0.853  0.137  3.120
   5.0000 1.1186516  3.6219  2.0505  1.8737  0.406  1.600  1.407  0.725  1.365  0.860  0.139  3.151
   5.0000 1.1187376  3.6195  2.0844  1.8302  0.340  1.617  1.418  0.732  1.381  0.867  0.141  3.183
   5.0000 1.1188212  3.6170  2.1182  1.7867  0.274  1.635  1.429  0.739  1.396  0.874  0.143  3.216
   5.0000 1.1188991  3.6146  2.1520  1.7432  0.207  1.652  1.440  0.747  1.412  0.881  0.145  3.249
   5.0000 1.1189722  3.6122  2.1857  1.6998  0.140  1.670  1.451  0.754  1.429  0.889  0.147  3.283
   5.0000 1.1190415  3.6097  2.2192  1.6565  0.074  1.687  1.462  0.762  1.447  0.898  0.149  3.319
   5.0000 1.1191067  3.6073  2.2528  1.6131  0.008  1.704  1.473  0.770  1.464  0.906  0.151  3.355
   5.0000 1.1191679  3.6047  2.2858  1.5700 -0.055  1.722  1.484  0.778  1.483  0.914  0.152  3.392
   5.0000 1.1192214  3.6022  2.3192  1.5267 -0.118  1.739  1.495  0.787  1.502  0.921  0.154  3.429
   5.0000 1.1192688  3.5997  2.3517  1.4838 -0.176  1.756  1.506  0.795  1.522  0.930  0.156  3.469
   5.0000 1.1193197  3.5971  2.3848  1.4407 -0.233  1.771  1.516  0.803  1.543  0.938  0.159  3.510
   5.0000 1.1193670  3.5946  2.4176  1.3977 -0.287  1.786  1.526  0.813  1.566  0.948  0.161  3.553
   5.0000 1.1194118  3.5920  2.4502  1.3547 -0.338  1.802  1.537  0.823  1.590  0.957  0.164  3.600
   5.0000 1.1194535  3.5894  2.4824  1.3120 -0.384  1.818  1.548  0.834  1.618  0.967  0.167  3.651
   5.0000 1.1194925  3.5867  2.5142  1.2696 -0.425  1.833  1.558  0.845  1.648  0.979  0.170  3.707
   5.0000 1.1195296  3.5840  2.5461  1.2270 -0.464  1.848  1.568  0.857  1.680  0.990  0.174  3.767
   5.0000 1.1195638  3.5813  2.5772  1.1849 -0.495  1.863  1.578  0.870  1.717  1.002  0.178  3.835
   5.0000 1.1195968  3.5786  2.6088  1.1425 -0.525  1.877  1.588  0.883  1.757  1.014  0.181  3.908
   5.0000 1.1196275  3.5758  2.6397  1.1005 -0.547  1.889  1.597  0.897  1.800  1.027  0.185  3.985
   5.0000 1.1196567  3.5730  2.6706  1.0585 -0.564  1.898  1.603  0.910  1.844  1.039  0.189  4.064
   5.0000 1.1196851  3.5703  2.7022  1.0161 -0.582  1.906  1.610  0.923  1.888  1.049  0.193  4.140
   5.0000 1.1197105  3.5674  2.7319  0.9747 -0.585  1.911  1.615  0.938  1.937  1.062  0.197  4.228
   5.0000 1.1197364  3.5647  2.7640  0.9321 -0.600  1.915  1.619  0.952  1.985  1.072  0.201  4.309
   5.0000 1.1197594  3.5618  2.7938  0.8907 -0.601  1.916  1.623  0.967  2.038  1.082  0.206  4.399
   5.0000 1.1197822  3.5591  2.8248  0.8487 -0.603  1.912  1.623  0.983  2.094  1.093  0.211  4.492
   5.0000 1.1198030  3.5561  2.8543  0.8074 -0.593  1.903  1.623  1.002  2.157  1.102  0.216  4.596
   5.0000 1.1198225  3.5532  2.8833  0.7665 -0.574  1.884  1.620  1.023  2.228  1.112  0.221  4.711
   5.0000 1.1198412  3.5502  2.9121  0.7257 -0.552  1.860  1.615  1.043  2.296  1.122  0.227  4.820
   5.0000 1.1198591  3.5472  2.9411  0.6848 -0.521  1.802  1.604  1.073  2.390  1.131  0.235  4.966
   5.0000 1.1198753  3.5440  2.9684  0.6450 -0.458  1.752  1.594  1.103  2.483  1.141  0.242  5.110
   5.0000 1.1198916  3.5411  2.9972  0.6041 -0.396  1.701  1.584  1.134  2.573  1.149  0.249  5.251
   5.0000 1.1199069  3.5380  3.0254  0.5638 -0.325  1.640  1.571  1.169  2.672  1.157  0.257  5.405
   5.0000 1.1199207  3.5348  3.0520  0.5244 -0.241  1.571  1.558  1.210  2.779  1.166  0.266  5.571
   5.0000 1.1199350  3.5318  3.0805  0.4837 -0.165  1.505  1.547  1.251  2.883  1.174  0.274  5.733
   5.0000 1.1199477  3.5285  3.1068  0.4446 -0.073  1.436  1.536  1.298  2.992  1.182  0.283  5.905
   5.0000 1.1199597  3.5253  3.1324  0.4059  0.023  1.369  1.527  1.347  3.103  1.190  0.293  6.081
   5.0000 1.1199720  3.5221  3.1597  0.3661  0.106  1.310  1.521  1.394  3.205  1.198  0.303  6.248
 
#  age(Gyr)= 6.000
   6.0000 0.1605113  3.5022 -2.4664  5.0688 13.179  1.133  1.595  1.162  2.711  0.894  0.239  4.950
   6.0000 0.1692680  3.5031 -2.4261  5.0549 13.065  1.132  1.592  1.157  2.697  0.895  0.239  4.931
   6.0000 0.1779340  3.5042 -2.3866  5.0419 12.949  1.130  1.588  1.151  2.677  0.896  0.237  4.905
   6.0000 0.1868468  3.5055 -2.3475  5.0292 12.833  1.128  1.584  1.145  2.658  0.896  0.236  4.879
   6.0000 0.1963542  3.5068 -2.3082  5.0164 12.717  1.127  1.581  1.140  2.641  0.897  0.235  4.856
   6.0000 0.2057828  3.5083 -2.2698  5.0043 12.599  1.127  1.578  1.135  2.623  0.898  0.233  4.832
   6.0000 0.2161295  3.5095 -2.2307  4.9915 12.484  1.128  1.576  1.131  2.610  0.898  0.232  4.815
   6.0000 0.2261696  3.5112 -2.1930  4.9800 12.366  1.130  1.574  1.127  2.596  0.898  0.231  4.795
   6.0000 0.2369200  3.5127 -2.1548  4.9681 12.249  1.132  1.571  1.122  2.580  0.898  0.229  4.774
   6.0000 0.2497296  3.5141 -2.1160  4.9578 12.132  1.133  1.569  1.118  2.564  0.898  0.228  4.753
   6.0000 0.2601327  3.5158 -2.0786  4.9451 12.013  1.135  1.566  1.112  2.543  0.899  0.226  4.723
   6.0000 0.2722922  3.5175 -2.0412  4.9344 11.893  1.136  1.562  1.106  2.520  0.899  0.224  4.691
   6.0000 0.2840261  3.5196 -2.0053  4.9249 11.773  1.138  1.557  1.099  2.495  0.899  0.222  4.656
   6.0000 0.2960395  3.5218 -1.9708  4.9173 11.654  1.141  1.553  1.092  2.469  0.899  0.220  4.618
   6.0000 0.3081017  3.5235 -1.9448  4.9155 11.563  1.142  1.549  1.086  2.450  0.898  0.218  4.589
   6.0000 0.3174698  3.5251 -1.9070  4.8972 11.443  1.147  1.546  1.080  2.429  0.898  0.217  4.561
   6.0000 0.3288480  3.5273 -1.8719  4.8860 11.321  1.152  1.542  1.073  2.402  0.898  0.214  4.522
   6.0000 0.3405172  3.5297 -1.8382  4.8769 11.198  1.157  1.537  1.065  2.372  0.897  0.212  4.479
   6.0000 0.3516367  3.5321 -1.8052  4.8678 11.076  1.162  1.532  1.056  2.340  0.897  0.209  4.434
   6.0000 0.3625169  3.5346 -1.7726  4.8584 10.954  1.169  1.527  1.048  2.308  0.895  0.206  4.388
   6.0000 0.3728347  3.5373 -1.7408  4.8494 10.833  1.176  1.522  1.039  2.275  0.894  0.203  4.340
   6.0000 0.3829557  3.5399 -1.7094  4.8402 10.710  1.184  1.516  1.030  2.241  0.893  0.200  4.290
   6.0000 0.3926336  3.5427 -1.6787  4.8315 10.586  1.192  1.509  1.020  2.204  0.892  0.197  4.236
   6.0000 0.4021890  3.5455 -1.6482  4.8224 10.460  1.202  1.502  1.010  2.166  0.890  0.194  4.179
   6.0000 0.4114277  3.5483 -1.6183  4.8138 10.337  1.212  1.495  1.000  2.128  0.888  0.190  4.124
   6.0000 0.4204470  3.5512 -1.5888  4.8052 10.218  1.222  1.488  0.990  2.092  0.887  0.187  4.071
   6.0000 0.4293169  3.5541 -1.5597  4.7968 10.104  1.232  1.482  0.981  2.060  0.885  0.184  4.023
   6.0000 0.4380201  3.5570 -1.5309  4.7885  9.994  1.241  1.476  0.973  2.031  0.884  0.182  3.980
   6.0000 0.4465755  3.5600 -1.5024  4.7803  9.884  1.251  1.471  0.965  2.001  0.882  0.179  3.934
   6.0000 0.4549812  3.5630 -1.4742  4.7723  9.770  1.263  1.464  0.954  1.967  0.879  0.176  3.884
   6.0000 0.4632310  3.5661 -1.4464  4.7645  9.656  1.275  1.458  0.944  1.932  0.877  0.173  3.831
   6.0000 0.4713233  3.5691 -1.4190  4.7569  9.540  1.287  1.450  0.932  1.895  0.874  0.170  3.776
   6.0000 0.4792850  3.5722 -1.3919  4.7495  9.422  1.300  1.442  0.919  1.857  0.870  0.166  3.718
   6.0000 0.4871285  3.5754 -1.3651  4.7423  9.306  1.312  1.433  0.905  1.819  0.865  0.163  3.659
   6.0000 0.4948606  3.5785 -1.3386  4.7353  9.190  1.323  1.425  0.892  1.781  0.861  0.160  3.602
   6.0000 0.5025112  3.5817 -1.3124  4.7284  9.079  1.332  1.416  0.878  1.744  0.855  0.156  3.545
   6.0000 0.5100831  3.5849 -1.2863  4.7216  8.974  1.339  1.406  0.865  1.709  0.849  0.154  3.492
   6.0000 0.5175655  3.5881 -1.2606  4.7151  8.879  1.344  1.397  0.852  1.677  0.844  0.151  3.442
   6.0000 0.5249683  3.5914 -1.2351  4.7086  8.796  1.347  1.388  0.840  1.648  0.838  0.148  3.396
   6.0000 0.5322988  3.5946 -1.2097  4.7024  8.719  1.349  1.379  0.829  1.621  0.833  0.146  3.353
   6.0000 0.5394610  3.5979 -1.1849  4.6965  8.647  1.349  1.370  0.819  1.594  0.828  0.144  3.311
   6.0000 0.5463647  3.6012 -1.1607  4.6912  8.580  1.348  1.361  0.809  1.569  0.822  0.142  3.272
   6.0000 0.5530789  3.6046 -1.1371  4.6864  8.513  1.345  1.352  0.799  1.546  0.817  0.140  3.235
   6.0000 0.5597473  3.6080 -1.1137  4.6817  8.443  1.343  1.344  0.790  1.525  0.812  0.138  3.200
   6.0000 0.5664565  3.6114 -1.0902  4.6769  8.371  1.339  1.336  0.782  1.505  0.808  0.136  3.168
   6.0000 0.5731213  3.6148 -1.0668  4.6722  8.297  1.335  1.328  0.774  1.487  0.803  0.134  3.137
   6.0000 0.5796365  3.6182 -1.0439  4.6679  8.220  1.331  1.320  0.767  1.469  0.798  0.133  3.108
   6.0000 0.5859113  3.6217 -1.0217  4.6643  8.141  1.326  1.313  0.759  1.452  0.794  0.132  3.080
   6.0000 0.5920176  3.6252 -1.0000  4.6611  8.062  1.320  1.304  0.751  1.434  0.789  0.130  3.050
   6.0000 0.5980985  3.6287 -0.9784  4.6579  7.983  1.313  1.296  0.743  1.416  0.784  0.129  3.019
   6.0000 0.6042897  3.6322 -0.9565  4.6545  7.903  1.306  1.286  0.735  1.396  0.778  0.127  2.987
   6.0000 0.6105772  3.6357 -0.9345  4.6509  7.820  1.295  1.276  0.726  1.376  0.772  0.125  2.952
   6.0000 0.6168173  3.6392 -0.9126  4.6475  7.737  1.283  1.264  0.716  1.353  0.765  0.123  2.913
   6.0000 0.6229305  3.6427 -0.8912  4.6444  7.654  1.268  1.251  0.705  1.329  0.757  0.121  2.871
   6.0000 0.6289350  3.6462 -0.8701  4.6416  7.573  1.251  1.236  0.694  1.304  0.749  0.119  2.828
   6.0000 0.6349397  3.6498 -0.8490  4.6389  7.492  1.232  1.221  0.682  1.279  0.740  0.117  2.783
   6.0000 0.6410400  3.6533 -0.8278  4.6359  7.412  1.212  1.206  0.670  1.254  0.731  0.115  2.739
   6.0000 0.6472296  3.6568 -0.8064  4.6328  7.331  1.190  1.190  0.659  1.230  0.721  0.113  2.695
   6.0000 0.6534792  3.6604 -0.7850  4.6296  7.251  1.166  1.175  0.648  1.206  0.712  0.111  2.650
   6.0000 0.6598050  3.6639 -0.7633  4.6262  7.172  1.142  1.159  0.637  1.182  0.702  0.109  2.607
   6.0000 0.6662347  3.6674 -0.7415  4.6226  7.093  1.115  1.142  0.626  1.158  0.692  0.107  2.563
   6.0000 0.6727626  3.6708 -0.7195  4.6187  7.014  1.087  1.125  0.615  1.135  0.682  0.105  2.519
   6.0000 0.6793390  3.6743 -0.6974  4.6147  6.935  1.057  1.108  0.603  1.113  0.670  0.103  2.475
   6.0000 0.6859076  3.6778 -0.6753  4.6108  6.857  1.025  1.090  0.592  1.091  0.659  0.101  2.431
   6.0000 0.6924795  3.6813 -0.6533  4.6069  6.780  0.991  1.073  0.581  1.068  0.647  0.099  2.386
   6.0000 0.6991221  3.6848 -0.6312  4.6028  6.703  0.957  1.055  0.570  1.047  0.636  0.098  2.343
   6.0000 0.7059266  3.6882 -0.6087  4.5983  6.627  0.922  1.038  0.559  1.026  0.625  0.096  2.301
   6.0000 0.7128693  3.6916 -0.5858  4.5934  6.551  0.887  1.020  0.549  1.007  0.613  0.094  2.260
   6.0000 0.7198742  3.6951 -0.5629  4.5884  6.475  0.851  1.003  0.539  0.988  0.602  0.092  2.220
   6.0000 0.7270057  3.6985 -0.5396  4.5830  6.398  0.816  0.986  0.530  0.970  0.591  0.090  2.180
   6.0000 0.7342074  3.7019 -0.5161  4.5774  6.323  0.781  0.969  0.520  0.952  0.579  0.088  2.141
   6.0000 0.7412182  3.7053 -0.4932  4.5723  6.249  0.746  0.952  0.510  0.934  0.568  0.087  2.102
   6.0000 0.7478513  3.7088 -0.4712  4.5681  6.178  0.710  0.935  0.500  0.917  0.557  0.085  2.063
   6.0000 0.7544229  3.7123 -0.4494  4.5641  6.108  0.676  0.918  0.491  0.900  0.546  0.084  2.025
   6.0000 0.7613861  3.7157 -0.4266  4.5590  6.036  0.642  0.900  0.482  0.884  0.535  0.082  1.988
   6.0000 0.7689852  3.7190 -0.4021  4.5521  5.961  0.611  0.884  0.473  0.868  0.525  0.081  1.952
   6.0000 0.7769503  3.7223 -0.3767  4.5441  5.885  0.581  0.868  0.464  0.853  0.515  0.079  1.918
   6.0000 0.7849124  3.7255 -0.3512  4.5361  5.809  0.552  0.853  0.456  0.839  0.505  0.077  1.885
   6.0000 0.7929372  3.7287 -0.3256  4.5277  5.733  0.524  0.838  0.447  0.825  0.496  0.076  1.852
   6.0000 0.8010650  3.7319 -0.2996  4.5190  5.657  0.496  0.823  0.440  0.811  0.487  0.075  1.820
   6.0000 0.8092874  3.7351 -0.2733  4.5098  5.581  0.470  0.808  0.432  0.798  0.478  0.074  1.788
   6.0000 0.8176521  3.7382 -0.2465  4.5000  5.505  0.445  0.794  0.425  0.785  0.469  0.072  1.758
   6.0000 0.8262659  3.7413 -0.2190  4.4893  5.427  0.421  0.779  0.417  0.773  0.460  0.071  1.728
   6.0000 0.8350714  3.7443 -0.1908  4.4777  5.348  0.399  0.765  0.410  0.762  0.452  0.070  1.699
   6.0000 0.8440004  3.7473 -0.1621  4.4655  5.268  0.378  0.751  0.403  0.750  0.444  0.069  1.671
   6.0000 0.8530202  3.7502 -0.1331  4.4528  5.188  0.358  0.737  0.396  0.739  0.436  0.067  1.644
   6.0000 0.8622314  3.7530 -0.1033  4.4391  5.106  0.339  0.725  0.390  0.728  0.428  0.066  1.617
   6.0000 0.8715498  3.7558 -0.0730  4.4247  5.023  0.321  0.712  0.383  0.717  0.420  0.065  1.591
   6.0000 0.8811508  3.7585 -0.0418  4.4089  4.939  0.304  0.700  0.377  0.707  0.412  0.064  1.567
   6.0000 0.8910564  3.7611 -0.0095  4.3918  4.852  0.289  0.688  0.371  0.698  0.406  0.063  1.544
   6.0000 0.9013506  3.7635  0.0236  4.3734  4.764  0.274  0.677  0.366  0.689  0.399  0.062  1.522
   6.0000 0.9124544  3.7657  0.0584  4.3527  4.673  0.260  0.667  0.361  0.680  0.394  0.061  1.502
   6.0000 0.9242700  3.7677  0.0949  4.3296  4.578  0.248  0.658  0.357  0.673  0.389  0.060  1.484
   6.0000 0.9358102  3.7694  0.1321  4.3047  4.481  0.238  0.649  0.353  0.667  0.385  0.060  1.468
   6.0000 0.9466840  3.7711  0.1700  4.2784  4.383  0.228  0.642  0.349  0.661  0.380  0.059  1.454
   6.0000 0.9572989  3.7725  0.2087  4.2502  4.284  0.219  0.635  0.346  0.655  0.377  0.058  1.441
   6.0000 0.9677706  3.7736  0.2483  4.2199  4.183  0.211  0.629  0.343  0.651  0.374  0.058  1.430
   6.0000 0.9779820  3.7744  0.2888  4.1870  4.080  0.206  0.625  0.341  0.648  0.371  0.058  1.423
   6.0000 0.9879357  3.7746  0.3299  4.1513  3.976  0.203  0.623  0.340  0.647  0.371  0.057  1.420
   6.0000 0.9976252  3.7742  0.3708  4.1128  3.874  0.205  0.625  0.340  0.648  0.372  0.058  1.423
   6.0000 1.0064768  3.7728  0.4097  4.0724  3.778  0.211  0.631  0.342  0.653  0.375  0.058  1.434
   6.0000 1.0140218  3.7706  0.4441  4.0323  3.695  0.222  0.641  0.346  0.660  0.381  0.059  1.453
   6.0000 1.0199674  3.7675  0.4715  3.9952  3.631  0.239  0.655  0.352  0.671  0.389  0.060  1.479
   6.0000 1.0244431  3.7639  0.4912  3.9629  3.589  0.259  0.672  0.359  0.684  0.398  0.062  1.511
   6.0000 1.0279329  3.7600  0.5050  3.9352  3.562  0.282  0.690  0.366  0.698  0.408  0.064  1.546
   6.0000 1.0305189  3.7560  0.5129  3.9122  3.551  0.308  0.709  0.375  0.712  0.419  0.065  1.583
   6.0000 1.0324902  3.7519  0.5164  3.8931  3.552  0.337  0.728  0.383  0.727  0.431  0.067  1.621
   6.0000 1.0340669  3.7478  0.5166  3.8770  3.562  0.367  0.748  0.393  0.743  0.442  0.068  1.660
   6.0000 1.0353106  3.7437  0.5145  3.8632  3.578  0.398  0.768  0.402  0.759  0.454  0.070  1.699
   6.0000 1.0364008  3.7396  0.5107  3.8510  3.599  0.432  0.789  0.412  0.775  0.467  0.072  1.740
   6.0000 1.0373148  3.7355  0.5061  3.8397  3.623  0.466  0.809  0.421  0.791  0.479  0.074  1.780
   6.0000 1.0381797  3.7314  0.5010  3.8287  3.649  0.503  0.829  0.430  0.808  0.491  0.076  1.821
   6.0000 1.0389495  3.7273  0.4963  3.8174  3.674  0.541  0.850  0.440  0.825  0.503  0.078  1.863
   6.0000 1.0397260  3.7232  0.4926  3.8050  3.698  0.581  0.871  0.450  0.842  0.516  0.080  1.905
   6.0000 1.0404784  3.7191  0.4906  3.7909  3.719  0.622  0.891  0.460  0.859  0.529  0.081  1.949
   6.0000 1.0412784  3.7149  0.4916  3.7737  3.733  0.665  0.913  0.470  0.877  0.542  0.083  1.993
   6.0000 1.0421423  3.7109  0.4972  3.7522  3.736  0.708  0.934  0.480  0.895  0.554  0.085  2.037
